temperature,precipitation,wind_speed,delay_hours,risk_score,risk_level
-3.1,8.3,35.3,1.47,0.46,medium
38.6,4.7,41.4,1.55,0.635,medium
30.9,9.8,43.9,1.81,0.713,high
8.2,17.4,32.1,1.83,0.657,medium
39.1,14.2,44.5,2.13,0.845,high
22.1,11.6,26.8,1.38,0.564,medium
21.2,1.8,13.9,0.51,0.265,low
28.7,13.9,44.0,2.01,0.781,high
31.5,3.3,27.1,0.98,0.451,medium
24.5,15.7,45.3,2.14,0.808,high
0.8,5.0,2.0,0.31,0.135,low
10.2,8.3,19.9,1.01,0.39,medium
36.8,7.0,47.4,1.81,0.718,high
5.1,17.2,12.5,1.23,0.474,medium
11.7,2.5,47.1,1.54,0.516,medium
14.4,11.3,47.7,2.0,0.7,medium
14.8,2.8,44.1,1.46,0.509,medium
22.6,14.1,28.2,1.55,0.625,medium
37.4,18.1,32.3,1.92,0.806,high
5.8,8.7,43.5,1.74,0.577,medium
0.5,9.8,38.8,1.65,0.534,medium
3.9,18.5,31.5,1.87,0.654,medium
34.9,10.4,49.1,1.99,0.785,high
24.1,9.8,34.3,1.52,0.602,medium
7.9,11.6,48.8,2.04,0.686,medium
31.7,13.8,2.9,0.78,0.448,medium
33.8,2.1,6.9,0.31,0.268,low
33.1,16.4,22.6,1.5,0.669,medium
36.4,8.7,19.2,1.04,0.511,medium
6.4,1.4,39.1,1.24,0.403,medium
29.0,15.7,8.0,1.02,0.514,medium
15.7,7.5,48.8,1.84,0.643,medium
32.9,2.0,15.8,0.57,0.337,medium
27.8,12.7,21.4,1.28,0.565,medium
29.9,17.6,13.7,1.29,0.603,medium
24.5,17.8,29.0,1.76,0.711,high
3.0,19.2,2.9,1.05,0.423,medium
19.5,17.4,7.5,1.1,0.501,medium
39.3,0.0,37.3,1.2,0.515,medium
37.2,7.6,9.3,0.7,0.411,medium
-3.1,16.4,11.8,1.17,0.417,medium
2.4,7.3,39.6,1.55,0.502,medium
0.9,12.0,4.7,0.74,0.291,low
27.7,12.1,21.9,1.26,0.557,medium
31.8,7.3,1.2,0.4,0.31,medium
4.6,18.1,17.3,1.42,0.53,medium
17.8,10.1,34.9,1.55,0.584,medium
32.8,9.3,4.5,0.6,0.38,medium
28.0,20.0,44.4,2.33,0.898,high
19.4,9.9,45.5,1.86,0.677,medium
21.6,3.6,5.2,0.34,0.228,low
17.9,10.3,49.5,2.0,0.712,high
8.4,16.3,14.9,1.26,0.492,medium
20.4,15.5,4.2,0.9,0.44,medium
26.0,15.8,0.3,0.8,0.438,medium
34.3,14.2,20.4,1.32,0.614,medium
23.6,5.1,31.5,1.2,0.487,medium
29.3,17.2,16.6,1.36,0.617,medium
2.2,17.9,41.8,2.15,0.722,high
15.8,3.9,35.8,1.27,0.465,medium
-4.6,2.6,17.5,0.66,0.196,low
6.1,19.5,36.7,2.08,0.727,high
27.7,17.4,47.0,2.28,0.869,high
39.6,17.9,4.7,1.13,0.583,medium
-0.5,17.7,15.3,1.34,0.483,medium
13.1,10.8,23.2,1.24,0.479,medium
31.0,12.9,24.9,1.39,0.612,medium
4.2,10.9,27.1,1.36,0.474,medium
20.0,1.0,15.0,0.5,0.254,low
28.0,14.9,33.4,1.75,0.709,high
22.7,10.1,32.3,1.47,0.584,medium
3.5,13.0,28.9,1.52,0.526,medium
11.0,10.1,5.7,0.68,0.309,medium
30.3,9.8,23.8,1.2,0.541,medium
19.9,3.4,17.8,0.7,0.322,medium
-4.8,5.6,24.6,1.02,0.312,medium
29.2,3.2,46.1,1.54,0.598,medium
-3.4,3.9,24.0,0.92,0.281,low
28.6,19.5,0.7,1.0,0.524,medium
4.1,3.1,21.9,0.81,0.281,low
38.1,5.4,41.0,1.56,0.641,medium
11.6,11.8,39.0,1.76,0.624,medium
9.7,12.2,25.7,1.38,0.511,medium
1.7,3.1,12.5,0.53,0.191,low
8.8,15.9,23.3,1.49,0.557,medium
34.4,15.7,28.2,1.63,0.708,high
39.8,4.7,50.0,1.83,0.714,high
11.6,5.8,32.2,1.26,0.453,medium
15.2,18.8,34.7,1.98,0.737,high
27.5,16.5,24.6,1.56,0.662,medium
34.9,14.0,17.7,1.23,0.59,medium
21.7,1.6,40.6,1.3,0.488,medium
12.6,8.4,24.7,1.16,0.443,medium
13.6,11.2,49.7,2.05,0.711,high
26.3,3.7,22.9,0.87,0.399,medium
-4.9,9.0,3.4,0.55,0.198,low
22.9,12.0,34.1,1.62,0.636,medium
11.0,6.5,2.3,0.39,0.211,low
30.7,15.6,12.5,1.16,0.558,medium
-0.8,16.8,17.7,1.37,0.484,medium
21.5,6.5,37.0,1.43,0.55,medium
16.6,16.8,24.7,1.58,0.621,medium
23.9,2.1,1.4,0.15,0.178,low
-2.1,16.8,30.8,1.76,0.589,medium
21.1,3.1,20.6,0.77,0.346,medium
20.3,1.7,46.1,1.47,0.53,medium
20.2,12.8,25.0,1.39,0.563,medium
22.2,9.4,35.4,1.53,0.595,medium
25.4,18.2,10.9,1.24,0.571,medium
31.2,7.3,38.0,1.5,0.616,medium
7.1,5.7,36.0,1.37,0.463,medium
32.1,10.0,45.2,1.86,0.733,high
17.4,9.1,1.7,0.51,0.285,low
-1.5,6.9,22.4,1.02,0.333,medium
-2.4,13.9,34.0,1.72,0.56,medium
10.0,15.2,4.8,0.9,0.393,medium
30.3,17.1,20.5,1.47,0.652,medium
26.8,19.5,47.1,2.39,0.906,high
30.5,5.3,21.8,0.92,0.44,medium
18.3,14.3,49.3,2.19,0.787,high
14.8,7.9,2.8,0.48,0.259,low
1.6,13.5,35.9,1.75,0.585,medium
9.8,9.5,29.1,1.35,0.489,medium
14.5,19.9,25.0,1.74,0.673,medium
-1.0,14.6,48.5,2.18,0.7,medium
4.9,19.0,6.5,1.14,0.457,medium
21.9,16.7,44.8,2.18,0.812,high
28.1,18.1,34.6,1.94,0.78,high
39.9,16.3,12.9,1.3,0.623,medium
37.0,9.2,45.1,1.85,0.741,high
23.9,5.0,21.5,0.9,0.402,medium
14.0,7.4,40.7,1.59,0.565,medium
23.6,0.4,19.4,0.6,0.295,low
30.4,10.5,42.5,1.8,0.712,high
0.3,10.1,31.8,1.46,0.481,medium
13.4,10.5,7.1,0.74,0.339,medium
32.8,19.5,32.5,1.95,0.81,high
12.3,18.2,9.6,1.2,0.501,medium
20.7,3.2,20.6,0.78,0.346,medium
21.4,7.4,8.5,0.62,0.327,medium
3.3,8.5,1.1,0.46,0.206,low
11.3,7.2,10.6,0.68,0.296,low
10.1,16.0,26.8,1.6,0.594,medium
-3.8,10.5,24.1,1.25,0.405,medium
-3.9,11.4,25.1,1.32,0.43,medium
32.4,17.1,12.4,1.23,0.594,medium
7.3,16.1,34.3,1.83,0.647,medium
18.3,2.6,35.2,1.19,0.447,medium
8.4,14.3,17.9,1.25,0.479,medium
37.3,8.7,44.1,1.8,0.725,high
6.7,5.9,32.2,1.26,0.432,medium
14.3,1.0,35.7,1.12,0.403,medium
34.3,9.7,13.9,0.9,0.473,medium
32.9,7.1,0.0,0.36,0.301,medium
3.4,5.0,43.3,1.55,0.494,medium
31.1,13.9,41.1,1.93,0.768,high
15.6,15.4,6.2,0.96,0.434,medium
16.7,4.9,18.7,0.81,0.345,medium
1.0,1.0,33.1,1.04,0.321,medium
-1.4,17.0,32.6,1.83,0.611,medium
27.8,0.2,43.0,1.3,0.509,medium
17.3,18.7,7.0,1.14,0.511,medium
14.7,12.6,21.5,1.27,0.505,medium
27.8,6.4,4.9,0.47,0.307,medium
29.4,4.9,19.5,0.83,0.408,medium
2.2,0.2,0.8,0.03,0.04,low
22.5,4.7,44.9,1.58,0.587,medium
1.1,2.8,26.4,0.93,0.3,low
28.8,12.2,42.5,1.88,0.737,high
24.6,3.3,3.0,0.26,0.218,low
38.0,10.6,11.4,0.93,0.491,medium
-1.9,11.8,13.0,0.98,0.345,medium
-2.4,6.0,19.3,0.88,0.286,low
7.7,0.7,40.1,1.24,0.405,medium
6.8,0.7,19.3,0.61,0.225,low
6.1,0.5,10.2,0.33,0.142,low
35.8,14.8,3.2,0.85,0.488,medium
6.2,6.4,4.0,0.44,0.203,low
7.2,15.9,38.0,1.94,0.674,medium
29.2,8.6,22.2,1.1,0.5,medium
15.2,9.1,36.3,1.54,0.565,medium
30.0,10.3,34.1,1.54,0.636,medium
-2.1,14.3,6.8,0.92,0.34,medium
16.9,5.5,7.1,0.49,0.259,low
-3.5,2.4,37.8,1.25,0.367,medium
-2.2,11.1,36.1,1.64,0.525,medium
35.8,6.5,18.9,0.91,0.463,medium
1.3,8.8,3.9,0.56,0.226,low
19.0,12.9,0.6,0.66,0.354,medium
13.5,9.9,14.4,0.93,0.389,medium
10.6,12.4,0.5,0.64,0.307,medium
35.5,10.9,11.5,0.9,0.482,medium
-4.0,14.8,21.0,1.37,0.46,medium
24.9,14.1,6.1,0.89,0.45,medium
38.4,10.7,5.2,0.76,0.443,medium
20.2,13.6,44.8,2.02,0.745,high
37.2,17.5,29.3,1.8,0.768,high
-2.6,8.6,46.7,1.83,0.564,medium
13.8,8.3,17.3,0.93,0.384,medium
6.7,15.3,33.9,1.78,0.625,medium
27.9,11.7,10.2,0.89,0.452,medium
39.2,1.4,30.9,1.08,0.487,medium
6.5,17.8,6.5,1.09,0.442,medium
24.4,0.6,0.1,0.03,0.14,low
3.9,15.0,46.6,2.15,0.714,high
20.4,15.2,27.7,1.59,0.632,medium
15.9,19.1,46.3,2.34,0.843,high
38.7,1.1,16.7,0.63,0.359,medium
22.4,11.9,16.4,1.09,0.484,medium
10.7,8.6,20.0,1.03,0.399,medium
0.1,6.6,35.3,1.39,0.443,medium
1.8,1.8,28.3,0.94,0.3,low
5.1,11.3,46.3,1.95,0.646,medium
6.3,9.6,1.3,0.52,0.241,low
33.3,2.1,35.4,1.17,0.506,medium
20.3,12.2,16.5,1.1,0.48,medium
18.6,14.8,9.0,1.01,0.46,medium
0.2,15.3,25.5,1.53,0.526,medium
33.7,18.1,25.3,1.66,0.726,high
27.5,8.2,6.9,0.62,0.356,medium
-2.0,19.1,10.1,1.26,0.459,medium
26.9,17.3,20.4,1.48,0.64,medium
19.5,5.9,20.4,0.91,0.39,medium
-1.3,3.2,15.9,0.64,0.209,low
15.6,8.7,7.4,0.66,0.317,medium
16.8,8.0,0.2,0.41,0.249,low
2.5,11.5,48.5,2.03,0.657,medium
37.6,11.7,47.2,2.05,0.81,high
33.2,15.0,24.2,1.48,0.656,medium
25.1,10.2,49.8,2.0,0.744,high
15.8,2.1,33.7,1.12,0.414,medium
13.5,17.2,3.4,0.96,0.435,medium
24.3,6.2,5.9,0.49,0.296,low
19.5,19.4,45.8,2.34,0.86,high
-2.2,2.4,31.5,1.06,0.32,medium
18.1,19.2,42.2,2.23,0.821,high
31.3,1.8,44.9,1.44,0.571,medium
15.7,4.6,22.4,0.9,0.365,medium
-2.7,0.9,2.4,0.12,0.045,low
30.4,14.1,9.4,0.99,0.502,medium
4.1,17.0,3.3,0.95,0.389,medium
6.6,8.7,9.4,0.72,0.294,low
2.4,18.6,20.5,1.55,0.557,medium
9.9,11.8,5.9,0.77,0.338,medium
29.1,12.6,8.3,0.88,0.459,medium
18.4,16.9,22.3,1.51,0.61,medium
4.2,5.9,17.0,0.8,0.293,low
34.5,7.1,23.4,1.06,0.505,medium
34.6,18.1,21.5,1.55,0.699,medium
34.2,18.0,32.2,1.87,0.785,high
5.7,19.5,46.9,2.38,0.81,high
15.3,18.0,5.4,1.06,0.475,medium
39.3,2.5,5.0,0.36,0.291,low
29.7,16.5,42.6,2.1,0.824,high
-3.8,8.2,25.3,1.17,0.372,medium
-2.1,19.8,38.3,2.14,0.709,high
15.9,9.4,10.8,0.79,0.36,medium
35.9,11.1,41.4,1.82,0.74,high
19.2,10.6,46.2,1.92,0.696,medium
17.4,6.4,31.8,1.27,0.486,medium
-0.3,1.5,5.3,0.23,0.091,low
24.6,17.9,44.8,2.24,0.846,high
32.0,16.1,39.6,1.99,0.801,high
12.1,2.8,37.5,1.26,0.442,medium
29.9,15.5,1.8,0.83,0.463,medium
38.4,12.5,39.9,1.89,0.769,high
4.2,8.2,6.9,0.62,0.253,low
18.5,5.1,11.1,0.59,0.293,low
7.9,17.2,28.9,1.73,0.625,medium
30.7,14.0,13.2,1.1,0.534,medium
21.0,11.0,33.1,1.54,0.6,medium
23.6,12.2,30.4,1.52,0.612,medium
30.9,1.8,5.4,0.25,0.237,low
12.8,9.5,32.8,1.46,0.533,medium
36.2,3.9,46.2,1.61,0.646,medium
19.0,4.2,8.1,0.45,0.252,low
2.1,13.2,29.9,1.56,0.532,medium
26.3,18.2,17.1,1.42,0.626,medium
30.7,8.1,23.0,1.1,0.504,medium
9.3,4.2,14.4,0.64,0.262,low
33.6,13.0,17.7,1.18,0.565,medium
35.8,17.4,1.4,0.93,0.523,medium
7.5,15.0,49.1,2.22,0.751,high
39.3,17.4,31.2,1.89,0.794,high
1.3,10.7,25.0,1.28,0.439,medium
4.1,15.0,19.2,1.33,0.485,medium
3.3,2.8,27.0,0.95,0.315,medium
35.2,7.0,19.0,0.92,0.469,medium
24.4,7.8,18.0,0.93,0.428,medium
1.8,10.2,23.2,1.21,0.417,medium
14.8,18.6,13.8,1.34,0.555,medium
22.7,17.5,9.0,1.14,0.529,medium
-1.2,2.7,27.8,0.97,0.3,low
34.7,3.5,42.1,1.44,0.595,medium
31.2,7.2,7.6,0.59,0.359,medium
17.7,5.8,1.6,0.34,0.222,low
38.5,12.3,12.3,1.05,0.534,medium
13.8,18.1,49.0,2.38,0.838,high
39.3,19.2,41.4,2.29,0.915,high
25.1,13.1,29.8,1.55,0.631,medium
23.6,16.8,46.5,2.24,0.836,high
2.5,10.5,22.3,1.19,0.418,medium
34.7,4.2,49.2,1.69,0.668,medium
14.2,10.5,14.8,0.97,0.407,medium
2.3,11.1,12.0,0.92,0.342,medium
-4.4,14.8,31.9,1.7,0.55,medium
20.2,4.4,18.9,0.79,0.352,medium
18.7,7.4,31.3,1.31,0.507,medium
27.4,7.3,15.2,0.82,0.408,medium
35.1,19.2,30.9,1.89,0.801,high
-1.4,8.9,13.8,0.86,0.299,low
27.9,15.1,2.5,0.83,0.452,medium
3.4,15.0,45.6,2.12,0.704,high
33.6,5.3,44.2,1.59,0.642,medium
31.9,11.4,48.5,2.02,0.786,high
19.3,17.9,35.8,1.97,0.747,high
27.0,9.5,34.1,1.5,0.607,medium
9.1,18.9,28.0,1.78,0.655,medium
16.2,4.3,6.3,0.4,0.226,low
32.0,1.5,9.5,0.36,0.27,low
15.7,17.8,14.5,1.33,0.55,medium
11.1,17.0,44.5,2.18,0.766,high
17.2,19.9,8.6,1.25,0.547,medium
32.3,13.6,46.1,2.06,0.809,high
10.1,18.7,26.1,1.72,0.64,medium
2.8,16.5,35.8,1.9,0.647,medium
27.0,16.9,5.5,1.01,0.507,medium
32.2,11.4,13.5,0.98,0.494,medium
-0.5,7.6,47.9,1.82,0.565,medium
5.8,18.7,13.3,1.33,0.513,medium
1.4,8.6,14.8,0.87,0.314,medium
10.7,10.8,9.9,0.84,0.356,medium
15.3,8.9,6.5,0.64,0.312,medium
28.7,11.3,11.7,0.92,0.461,medium
24.3,9.4,32.1,1.43,0.576,medium
22.9,1.0,22.8,0.73,0.332,medium
10.9,17.6,27.7,1.71,0.636,medium
32.9,8.9,6.1,0.63,0.387,medium
16.2,11.8,40.1,1.79,0.653,medium
39.1,2.8,39.2,1.4,0.583,medium
23.5,0.1,1.1,0.04,0.136,low
0.7,4.9,19.2,0.82,0.277,low
25.4,14.1,3.4,0.81,0.43,medium
9.6,2.0,39.6,1.29,0.434,medium
25.9,18.2,36.9,2.02,0.792,high
-1.9,4.3,45.1,1.57,0.473,medium
2.9,4.1,11.8,0.56,0.21,low
33.5,3.6,22.8,0.86,0.429,medium
5.2,0.3,9.2,0.29,0.126,low
32.7,15.4,18.6,1.33,0.615,medium
7.6,17.5,26.1,1.66,0.606,medium
23.9,12.3,2.7,0.7,0.383,medium
26.2,3.8,35.7,1.26,0.509,medium
18.1,5.7,27.2,1.1,0.437,medium
8.7,9.5,41.4,1.72,0.588,medium
4.6,19.1,13.6,1.36,0.518,medium
-3.5,4.9,45.2,1.6,0.477,medium
8.7,14.6,49.9,2.23,0.756,high
24.4,8.8,46.0,1.82,0.682,medium
37.2,6.0,38.9,1.51,0.63,medium
34.2,9.1,40.6,1.67,0.686,medium
29.5,1.4,28.7,0.93,0.419,medium
30.5,16.0,9.5,1.08,0.539,medium
24.9,4.9,33.9,1.26,0.509,medium
6.7,14.5,35.6,1.79,0.624,medium
35.8,1.4,49.3,1.56,0.621,medium
25.2,19.1,27.1,1.77,0.723,high
20.2,3.9,13.6,0.6,0.298,low
-0.0,17.7,34.2,1.91,0.644,medium
15.1,16.2,49.0,2.28,0.807,high
15.7,19.4,8.9,1.24,0.534,medium
33.9,9.6,16.3,0.97,0.49,medium
19.6,14.5,27.1,1.54,0.611,medium
12.1,7.4,8.5,0.62,0.285,low
39.0,3.7,1.1,0.3,0.279,low
-0.0,8.9,16.8,0.95,0.33,medium
14.0,3.3,43.3,1.46,0.509,medium
-3.1,19.6,2.2,1.05,0.398,medium
28.3,1.9,21.4,0.74,0.362,medium
36.3,11.8,38.1,1.76,0.728,high
7.6,12.5,47.7,2.06,0.693,medium
33.6,10.8,49.3,2.02,0.789,high
8.1,13.2,21.1,1.29,0.484,medium
36.0,2.3,47.5,1.56,0.625,medium
28.9,11.1,1.8,0.61,0.375,medium
31.2,5.7,37.3,1.4,0.58,medium
-4.2,18.8,32.1,1.9,0.628,medium
38.3,15.2,12.5,1.2,0.589,medium
27.7,19.5,25.4,1.74,0.728,high
8.7,0.8,6.5,0.24,0.129,low
32.3,5.7,43.6,1.59,0.638,medium
7.7,3.9,17.9,0.73,0.279,low
34.3,0.2,31.3,0.95,0.439,medium
0.1,4.8,7.9,0.48,0.178,low
26.7,13.6,10.3,0.99,0.484,medium
19.3,4.6,49.6,1.72,0.61,medium
-0.7,10.2,37.7,1.64,0.528,medium
5.9,17.8,48.1,2.33,0.789,high
-4.4,13.9,14.8,1.14,0.389,medium
16.1,7.9,8.2,0.64,0.31,medium
8.6,7.4,25.2,1.13,0.411,medium
21.9,9.1,24.7,1.2,0.498,medium
8.4,3.5,8.7,0.44,0.197,low
8.5,12.7,36.7,1.74,0.608,medium
28.4,7.3,18.1,0.91,0.437,medium
-2.8,17.0,9.3,1.13,0.409,medium
35.6,15.1,16.6,1.27,0.606,medium
33.4,12.2,28.2,1.46,0.638,medium
25.1,7.3,36.3,1.45,0.575,medium
21.7,4.2,24.1,0.93,0.399,medium
35.2,15.5,26.3,1.57,0.693,medium
3.3,9.7,6.9,0.69,0.277,low
-1.4,4.5,45.7,1.6,0.484,medium
5.8,3.9,46.4,1.59,0.51,medium
30.8,3.3,34.2,1.19,0.507,medium
-3.4,15.5,0.9,0.8,0.307,medium
21.2,4.6,26.9,1.04,0.428,medium
39.8,10.5,31.5,1.57,0.669,medium
33.5,9.0,49.7,1.94,0.758,high
18.5,11.6,49.8,2.07,0.741,high
-2.1,17.5,42.9,2.16,0.704,high
32.4,17.4,3.2,0.97,0.522,medium
22.0,9.0,47.7,1.88,0.69,medium
0.2,0.3,30.6,0.93,0.284,low
-0.8,8.5,40.0,1.62,0.514,medium
35.9,12.1,20.4,1.24,0.583,medium
25.1,11.2,16.0,1.04,0.479,medium
32.3,13.0,23.2,1.35,0.606,medium
34.6,3.1,7.3,0.37,0.294,low
20.7,12.9,17.9,1.18,0.507,medium
18.3,3.7,42.9,1.47,0.532,medium
14.4,15.0,1.9,0.81,0.385,medium
9.3,6.8,7.5,0.56,0.253,low
14.6,14.2,6.3,0.9,0.408,medium
29.8,1.0,20.2,0.66,0.341,medium
22.1,8.2,49.8,1.9,0.692,medium
35.2,14.1,8.7,0.97,0.518,medium
15.0,4.5,7.3,0.44,0.233,low
22.3,15.9,45.8,2.17,0.807,high
23.4,12.6,44.1,1.95,0.734,high
21.6,11.8,1.6,0.64,0.354,medium
26.6,7.1,37.6,1.48,0.589,medium
5.7,9.6,32.8,1.46,0.503,medium
18.1,11.9,38.4,1.75,0.65,medium
-0.3,9.4,24.7,1.21,0.405,medium
12.3,14.0,49.6,2.19,0.758,high
16.9,8.7,2.2,0.5,0.279,low
24.4,4.0,11.7,0.55,0.303,medium
37.8,4.3,19.8,0.86,0.44,medium
22.0,0.1,22.5,0.68,0.309,medium
28.5,6.0,46.1,1.68,0.648,medium
17.8,15.0,28.0,1.59,0.62,medium
23.5,15.9,2.3,0.86,0.446,medium
-1.8,4.0,20.4,0.81,0.259,low
6.4,19.2,20.8,1.58,0.588,medium
11.3,10.0,48.3,1.95,0.666,medium
16.3,18.3,30.0,1.82,0.693,medium
-2.9,14.1,31.8,1.66,0.543,medium
1.3,14.4,35.7,1.79,0.6,medium
7.5,1.7,38.5,1.24,0.409,medium
38.7,4.4,31.8,1.25,0.549,medium
9.9,0.2,11.9,0.37,0.168,low
16.7,14.3,43.7,2.03,0.734,high
3.8,6.9,36.6,1.44,0.475,medium
22.5,15.7,37.1,1.9,0.731,high
7.6,6.8,49.8,1.83,0.601,medium
4.3,16.4,40.1,2.02,0.688,medium
18.2,2.6,41.5,1.38,0.5,medium
-4.8,3.5,47.6,1.6,0.465,medium
-4.7,6.8,7.6,0.57,0.192,low
4.9,8.2,24.9,1.16,0.407,medium
-3.3,7.0,29.0,1.22,0.382,medium
-0.1,15.3,16.5,1.26,0.449,medium
10.2,1.9,42.0,1.36,0.455,medium
31.1,7.0,38.1,1.49,0.611,medium
20.7,16.7,36.0,1.92,0.733,high
18.1,1.3,49.9,1.56,0.544,medium
8.2,18.8,13.0,1.33,0.523,medium
36.9,19.7,36.8,2.13,0.871,high
12.9,1.8,27.6,0.92,0.344,medium
-1.1,5.8,15.6,0.76,0.257,low
22.8,7.4,8.0,0.61,0.329,medium
0.1,15.5,44.8,2.12,0.692,medium
10.5,11.9,29.8,1.49,0.543,medium
17.8,12.9,41.2,1.88,0.691,medium
34.3,15.2,27.3,1.58,0.691,medium
17.2,2.4,11.0,0.45,0.234,low
26.6,16.7,16.9,1.34,0.598,medium
39.7,14.1,19.1,1.37,0.632,medium
0.9,11.5,48.6,2.03,0.651,medium
7.4,17.8,0.3,0.9,0.394,medium
12.8,14.0,49.3,2.18,0.758,high
14.0,4.0,49.0,1.67,0.57,medium
13.5,8.6,49.8,1.92,0.662,medium
35.8,9.9,23.8,1.23,0.569,medium
27.1,1.1,48.2,1.5,0.566,medium
22.4,19.1,19.8,1.55,0.649,medium
8.9,2.6,1.3,0.17,0.12,low
32.1,13.9,11.2,1.03,0.521,medium
38.0,10.1,47.3,1.98,0.783,high
32.0,0.5,0.7,0.05,0.178,low
-4.9,18.5,27.3,1.74,0.579,medium
23.6,17.0,3.8,0.96,0.48,medium
-2.7,10.5,14.3,0.95,0.327,medium
6.6,4.6,4.4,0.36,0.173,low
-2.3,2.4,43.0,1.41,0.417,medium
22.2,7.3,29.6,1.25,0.506,medium
25.9,5.1,45.1,1.61,0.611,medium
0.2,10.1,34.4,1.54,0.502,medium
12.3,19.3,48.6,2.42,0.85,high
15.5,11.5,25.5,1.34,0.522,medium
11.6,17.8,31.9,1.85,0.678,medium
0.4,13.0,28.8,1.51,0.511,medium
13.9,9.5,24.2,1.2,0.466,medium
28.8,17.1,42.3,2.12,0.828,high
-1.8,9.4,32.2,1.44,0.462,medium
-1.4,17.4,40.1,2.07,0.681,medium
11.0,5.8,39.3,1.47,0.51,medium
37.4,2.6,9.6,0.47,0.32,medium
25.1,17.1,32.5,1.83,0.73,high
25.5,11.7,10.0,0.88,0.439,medium
11.3,17.8,29.2,1.77,0.654,medium
21.7,18.8,33.9,1.96,0.759,high
-4.5,1.1,49.9,1.55,0.44,medium
23.6,10.0,1.5,0.55,0.328,medium
36.1,7.5,4.6,0.54,0.364,medium
22.6,12.5,3.9,0.74,0.391,medium
34.3,15.9,19.9,1.39,0.642,medium
27.6,5.6,41.1,1.51,0.594,medium
0.4,11.1,42.2,1.82,0.587,medium
35.6,14.2,36.8,1.83,0.759,high
-2.0,2.7,44.8,1.48,0.439,medium
19.0,16.3,16.1,1.3,0.55,medium
1.4,12.1,4.4,0.74,0.293,low
-4.5,19.0,2.9,1.04,0.386,medium
14.0,6.8,42.6,1.62,0.57,medium
8.3,2.2,36.5,1.2,0.405,medium
16.9,10.1,34.9,1.55,0.58,medium
21.0,1.7,17.0,0.6,0.289,low
-3.0,19.4,19.0,1.54,0.535,medium
0.5,0.8,47.9,1.48,0.44,medium
20.1,15.1,3.2,0.85,0.423,medium
10.4,10.5,38.7,1.69,0.591,medium
27.8,7.4,15.5,0.84,0.415,medium
24.4,1.3,2.0,0.12,0.169,low
33.1,12.4,37.1,1.73,0.714,high
26.2,11.7,16.5,1.08,0.498,medium
14.3,5.6,36.1,1.36,0.493,medium
25.3,18.2,35.4,1.97,0.776,high
7.4,6.1,26.7,1.11,0.394,medium
8.8,9.0,38.9,1.62,0.557,medium
30.5,10.9,29.1,1.42,0.608,medium
15.1,2.0,14.3,0.53,0.245,low
30.9,18.6,36.7,2.03,0.819,high
32.0,7.5,29.5,1.26,0.553,medium
33.6,1.6,0.6,0.1,0.205,low
36.2,7.7,45.1,1.76,0.708,high
14.4,12.0,27.3,1.42,0.542,medium
9.3,10.3,43.4,1.82,0.622,medium
21.2,13.9,44.1,2.02,0.749,high
11.7,1.1,22.2,0.72,0.279,low
22.0,5.7,25.4,1.05,0.44,medium
26.8,16.4,20.8,1.44,0.625,medium
26.0,1.6,22.5,0.75,0.355,medium
11.9,17.1,44.8,2.2,0.775,high
2.5,1.8,39.4,1.27,0.396,medium
14.4,16.7,6.3,1.02,0.454,medium
1.4,7.2,30.5,1.27,0.419,medium
35.1,12.2,49.8,2.11,0.827,high
10.6,3.1,29.8,1.05,0.377,medium
2.0,1.3,39.3,1.24,0.384,medium
-3.9,4.3,38.5,1.37,0.408,medium
24.1,2.6,17.5,0.66,0.324,medium
23.7,6.2,18.6,0.87,0.4,medium
10.3,10.3,36.2,1.6,0.566,medium
-1.8,11.8,25.0,1.34,0.446,medium
13.4,15.8,28.5,1.64,0.619,medium
9.0,13.1,35.6,1.72,0.608,medium
25.5,12.2,38.9,1.78,0.693,medium
22.3,8.2,13.6,0.82,0.389,medium
11.4,9.5,7.3,0.69,0.312,medium
4.8,8.3,14.6,0.85,0.322,medium
39.5,16.8,25.4,1.69,0.736,high
15.4,4.6,17.1,0.74,0.319,medium
26.0,0.1,28.4,0.86,0.376,medium
1.3,13.0,2.7,0.73,0.295,low
16.9,4.0,25.5,0.97,0.386,medium
-3.8,17.8,18.4,1.44,0.496,medium
17.7,17.2,26.7,1.66,0.65,medium
38.4,1.5,21.1,0.78,0.402,medium
12.3,2.1,14.2,0.53,0.234,low
-3.2,9.9,45.2,1.85,0.574,medium
-3.6,12.2,9.2,0.89,0.313,medium
12.5,5.5,34.1,1.3,0.467,medium
2.2,14.3,46.2,2.1,0.69,medium
-3.9,11.9,26.9,1.4,0.455,medium
29.0,6.5,43.8,1.64,0.641,medium
15.6,0.5,6.2,0.21,0.151,low
8.0,15.0,24.7,1.49,0.548,medium
35.5,4.3,22.9,0.91,0.453,medium
0.2,16.7,0.4,0.85,0.342,medium
38.0,8.4,22.2,1.15,0.54,medium
9.1,11.5,18.5,1.13,0.435,medium
35.0,17.5,33.5,1.88,0.79,high
22.1,17.3,46.9,2.27,0.841,high
32.2,7.4,4.3,0.5,0.34,medium
39.3,4.2,16.4,0.79,0.419,medium
8.0,15.5,22.2,1.44,0.537,medium
38.3,8.7,22.8,1.18,0.552,medium
12.5,3.8,38.7,1.35,0.473,medium
12.3,18.1,22.2,1.57,0.605,medium
